Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status
JD81426,Arizona,3459.04,No,Extended,High School or Below,1/11/2011,Employed,M,97162,Rural,Married
AM99192,Arizona,9061.95,No,Basic,College,2/5/2011,Employed,M,42743,Rural,Married
LQ31287,Oregon,6866.09,No,Basic,College,2/19/2011,Unemployed,F,0,Rural,Divorced
ZU25563,California,2659.71,Yes,Extended,College,2/19/2011,Unemployed,F,0,Suburban,Divorced
RU75949,Oregon,12332.52,No,Basic,College,2/28/2011,Employed,M,85789,Rural,Married
DV85764,California,21172.39,No,Extended,High School or Below,1/4/2011,Unemployed,M,0,Suburban,Married
VU33725,Oregon,3677.91,No,Extended,High School or Below,1/10/2011,Employed,M,31349,Suburban,Married
SV43220,Oregon,9816.53,Yes,Basic,College,1/28/2011,Employed,M,37256,Rural,Married
WL61717,Arizona,4922.17,No,Basic,Bachelor,2/22/2011,Unemployed,F,0,Suburban,Single
IW17510,California,7583.96,No,Basic,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Single
ZS35830,Oregon,2685.9,No,Basic,College,1/1/2011,Employed,F,58166,Rural,Married
TY95197,Washington,4132.59,No,Basic,College,1/31/2011,Unemployed,F,0,Suburban,Single
PU73501,Arizona,8622.84,Yes,Basic,Bachelor,2/18/2011,Employed,M,97361,Suburban,Single
FP65563,Washington,15253.26,No,Basic,High School or Below,1/24/2011,Employed,M,51937,Urban,Married
IC44995,Oregon,4277.56,No,Basic,College,1/15/2011,Employed,F,75921,Suburban,Married
AY55759,California,20096.89,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married
GO94903,Oregon,4770.55,Yes,Basic,College,2/1/2011,Medical Leave,F,12964,Suburban,Single
TF35512,Oregon,7025.65,No,Extended,College,1/23/2011,Employed,F,48117,Suburban,Married
HY43263,California,8265.38,No,Extended,Bachelor,2/7/2011,Unemployed,F,0,Suburban,Single
WP34496,Washington,24552.87,No,Basic,High School or Below,1/20/2011,Unemployed,M,0,Suburban,Married
QE73187,Oregon,4407.97,No,Basic,High School or Below,2/1/2011,Employed,M,66152,Suburban,Married
WL13766,Arizona,2482.2,No,Basic,High School or Below,1/31/2011,Employed,M,31093,Urban,Single
VT44999,Arizona,3858.87,No,Basic,High School or Below,1/8/2011,Unemployed,F,0,Suburban,Married
RZ14993,California,11572.1,No,Premium,High School or Below,1/29/2011,Unemployed,F,0,Suburban,Single
XI14610,California,3645.46,No,Extended,College,1/4/2011,Medical Leave,F,19121,Suburban,Married
VE31268,Oregon,4362.77,No,Basic,Bachelor,1/11/2011,Unemployed,M,0,Suburban,Single
ZD13262,Oregon,10425.99,No,Extended,High School or Below,1/30/2011,Employed,F,68563,Urban,Married
OJ58066,Nevada,7025.04,No,Extended,High School or Below,2/14/2011,Employed,M,24726,Rural,Divorced
RK81706,Arizona,7388.73,No,Extended,College,2/24/2011,Unemployed,F,0,Suburban,Married
NI18835,California,2927.73,No,Basic,Bachelor,2/15/2011,Employed,M,51991,Rural,Married
RA87395,California,8356.18,No,Basic,Bachelor,1/13/2011,Unemployed,M,0,Rural,Married
QN13323,Oregon,8718.06,No,Basic,High School or Below,1/17/2011,Employed,M,89096,Rural,Single
BC53363,Oregon,35227.3,No,Premium,High School or Below,2/8/2011,Employed,F,23031,Suburban,Married
VB26229,Arizona,8697.88,No,Basic,Bachelor,1/31/2011,Employed,M,29540,Suburban,Divorced
AD28535,California,3554.85,Yes,Extended,Master,1/10/2011,Employed,F,58557,Rural,Married
SE50560,Oregon,2818.31,No,Basic,College,1/17/2011,Employed,M,88816,Rural,Married
YL65673,California,19045.5,No,Basic,Bachelor,1/24/2011,Unemployed,F,0,Suburban,Single
WK65741,California,2893.81,No,Basic,High School or Below,2/18/2011,Employed,F,61809,Urban,Married
GZ77449,California,14439.8,No,Basic,College,1/23/2011,Employed,M,58452,Suburban,Single
OF49789,Oregon,5121.84,No,Extended,College,2/15/2011,Employed,F,57161,Suburban,Married
YX54093,Arizona,2217.66,No,Basic,College,2/12/2011,Unemployed,M,0,Rural,Divorced
TD19026,California,2861.72,No,Basic,High School or Below,2/22/2011,Employed,F,90083,Urban,Married
XT67997,California,5979.72,Yes,Extended,High School or Below,2/7/2011,Employed,F,57693,Suburban,Divorced
WP65749,Nevada,7377.23,No,Basic,College,2/24/2011,Unemployed,M,0,Suburban,Married
YT91759,California,6366.23,Yes,Extended,High School or Below,1/7/2011,Employed,M,44368,Suburban,Married
YH20696,Oregon,8657.97,No,Basic,College,1/17/2011,Employed,M,68727,Rural,Married
NS14955,Oregon,11726.19,No,Extended,Master,2/26/2011,Employed,F,40564,Rural,Married
UH79028,Nevada,5780.18,Yes,Basic,High School or Below,2/26/2011,Employed,M,51066,Suburban,Single
JM89095,Oregon,10058.74,No,Extended,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Single
NK26146,Washington,7072.93,No,Basic,College,2/11/2011,Employed,F,90551,Suburban,Divorced
HE99696,Washington,4787.21,No,Basic,College,2/24/2011,Unemployed,F,0,Suburban,Single
HH15953,California,3013.44,No,Extended,Bachelor,2/20/2011,Disabled,M,21353,Suburban,Divorced
ZO30377,California,3472.37,No,Premium,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single
VZ23007,Oregon,5380.9,Yes,Basic,College,2/24/2011,Employed,F,55350,Suburban,Married
DF74270,Nevada,38230.21,No,Basic,Bachelor,1/16/2011,Employed,M,80321,Rural,Married
SE47384,California,5526.44,No,Extended,Bachelor,2/6/2011,Employed,F,94230,Suburban,Married
CS84396,Arizona,4883.12,No,Basic,Bachelor,1/25/2011,Employed,M,53305,Suburban,Single
OQ20827,California,14203.04,No,Basic,College,1/24/2011,Employed,M,55593,Urban,Married
VU47281,Oregon,5745.42,No,Premium,Bachelor,2/19/2011,Unemployed,F,0,Suburban,Single
BN62219,Arizona,9602.08,No,Extended,College,2/15/2011,Unemployed,F,0,Suburban,Single
TP39671,Arizona,3199.75,No,Extended,Bachelor,1/20/2011,Unemployed,M,0,Rural,Married
HX33134,Arizona,2758.33,No,Basic,High School or Below,1/4/2011,Disabled,M,22158,Suburban,Married
UR49989,Oregon,2725.19,No,Basic,Bachelor,1/27/2011,Employed,F,81605,Suburban,Married
VU48786,Washington,5550.15,No,Basic,Master,1/25/2011,Employed,M,62219,Urban,Married
QM46642,California,2619.17,No,Basic,Bachelor,1/16/2011,Disabled,M,15587,Rural,Married
TG60853,Nevada,6265.34,Yes,Extended,Doctor,1/13/2011,Unemployed,F,0,Suburban,Married
CV40610,California,12313.16,No,Premium,College,1/17/2011,Unemployed,M,0,Suburban,Single
HI98447,Oregon,10552.43,No,Extended,High School or Below,1/24/2011,Employed,M,28505,Suburban,Married
QD86271,Arizona,12022.39,No,Basic,High School or Below,1/21/2011,Medical Leave,M,25918,Suburban,Married
ZD75163,Nevada,9295.41,No,Premium,High School or Below,2/14/2011,Unemployed,M,0,Suburban,Single
LB98130,Oregon,7440.92,No,Basic,Bachelor,2/14/2011,Employed,M,34137,Suburban,Married
VZ16820,Washington,10302.9,No,Extended,Bachelor,1/11/2011,Employed,M,21839,Suburban,Single
YE24562,California,3508.57,Yes,Extended,College,1/5/2011,Medical Leave,M,20978,Suburban,Married
IH78357,Oregon,5761.32,No,Basic,College,1/17/2011,Employed,F,83392,Rural,Married
TH96263,Nevada,10280.81,No,Extended,High School or Below,2/15/2011,Employed,F,73661,Urban,Married
DC31768,Arizona,4783.92,No,Extended,Bachelor,1/29/2011,Employed,M,49793,Suburban,Married
YO81676,Oregon,2142.89,No,Basic,Bachelor,1/23/2011,Unemployed,M,0,Suburban,Single
MQ79612,California,8738.3,No,Basic,Doctor,2/15/2011,Employed,M,91890,Rural,Married
ZZ77357,Nevada,4468.22,No,Basic,High School or Below,1/9/2011,Unemployed,M,0,Suburban,Single
OE88763,California,11315.2,Yes,Premium,Bachelor,2/16/2011,Disabled,F,11885,Suburban,Divorced
XP39695,Arizona,21886.2,No,Basic,Bachelor,2/1/2011,Employed,F,43000,Suburban,Married
QC28119,Oregon,7681.55,No,Basic,High School or Below,2/15/2011,Employed,M,90043,Urban,Married
AZ29426,California,16702.7,No,Basic,College,1/17/2011,Unemployed,M,0,Suburban,Single
RI46607,California,5015.01,Yes,Extended,Bachelor,2/3/2011,Employed,F,48567,Suburban,Single
OJ63606,Arizona,5776.34,No,Premium,High School or Below,1/28/2011,Medical Leave,F,27510,Suburban,Married
TQ89058,Nevada,2777.53,No,Basic,Master,1/12/2011,Employed,F,59124,Rural,Married
IW78492,Arizona,4127.5,No,Basic,College,1/14/2011,Unemployed,F,0,Suburban,Single
WE88728,Arizona,6670.85,No,Premium,High School or Below,1/2/2011,Employed,F,56531,Suburban,Married
PJ74689,Nevada,14741.76,No,Extended,Bachelor,1/25/2011,Unemployed,F,0,Suburban,Married
ZI86917,Nevada,38320.82,No,Basic,Bachelor,1/10/2011,Employed,M,45277,Suburban,Married
IJ71609,Washington,2064.7,No,Basic,Bachelor,1/30/2011,Unemployed,F,0,Suburban,Single
FP17993,Arizona,5504.14,Yes,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married
EC28398,Oregon,5096.67,Yes,Basic,Master,1/28/2011,Disabled,F,22886,Suburban,Divorced
ZX85480,Washington,7995.44,No,Basic,High School or Below,1/2/2011,Employed,F,66685,Rural,Married
JP27787,Oregon,5674.14,No,Basic,College,1/23/2011,Employed,F,65775,Rural,Divorced
NH24429,Arizona,2886.23,No,Basic,Doctor,2/1/2011,Employed,M,52972,Suburban,Single
QU58523,Arizona,5794.68,No,Basic,Master,2/15/2011,Employed,M,52979,Suburban,Divorced
EZ39383,Arizona,10706.67,No,Basic,Bachelor,1/13/2011,Employed,F,55436,Suburban,Divorced
IR74017,Oregon,5320.61,No,Extended,College,1/21/2011,Employed,F,32116,Rural,Married
DH68234,California,20498.83,No,Basic,Master,1/24/2011,Employed,M,56070,Rural,Divorced
TZ37274,Arizona,4628.28,No,Basic,High School or Below,2/27/2011,Unemployed,M,0,Suburban,Single
QG67362,California,27287.5,No,Basic,Bachelor,2/10/2011,Unemployed,F,0,Suburban,Single
TN36916,California,4029.72,No,Basic,Bachelor,2/19/2011,Employed,F,93621,Rural,Married
FL74984,Oregon,2744.08,No,Basic,Bachelor,2/1/2011,Employed,M,79192,Suburban,Divorced
FV15346,Arizona,35444.31,No,Extended,College,1/1/2011,Employed,M,96853,Suburban,Divorced
JV12632,Washington,2858.99,No,Extended,Master,1/20/2011,Unemployed,F,0,Urban,Married
TF64196,California,5862.8,No,Basic,College,1/11/2011,Employed,F,75121,Rural,Married
PC27174,Oregon,4031.54,No,Premium,College,2/23/2011,Unemployed,F,0,Suburban,Single
RL28880,Nevada,7553.23,No,Basic,Bachelor,2/12/2011,Employed,F,69959,Suburban,Divorced
FG46631,Oregon,16699.46,No,Premium,Bachelor,1/14/2011,Employed,F,81400,Suburban,Married
PB29715,California,3233.26,No,Extended,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Single
ZV42323,California,5640.73,No,Basic,Bachelor,2/25/2011,Employed,M,67523,Urban,Single
YS49138,California,8678.51,No,Premium,High School or Below,1/21/2011,Employed,F,62366,Rural,Married
XJ34057,California,10339.6,No,Extended,Bachelor,2/25/2011,Employed,M,67134,Rural,Married
NJ54277,California,3746.75,Yes,Extended,College,2/26/2011,Employed,F,41479,Rural,Married
RL64888,California,2571.26,No,Basic,College,2/15/2011,Employed,F,29697,Suburban,Married
UM28580,Oregon,4428.03,Yes,Basic,High School or Below,1/29/2011,Employed,F,58577,Urban,Married
TO87218,California,7413.39,No,Basic,High School or Below,2/25/2011,Unemployed,F,0,Suburban,Single
YQ79307,Washington,4768.96,No,Basic,Bachelor,1/10/2011,Employed,M,51144,Urban,Married
KZ80383,Arizona,6035.09,No,Extended,High School or Below,2/23/2011,Employed,F,29587,Suburban,Married
TS78649,Arizona,16280.2,No,Premium,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Single
QX84389,California,9024.2,No,Basic,Master,2/25/2011,Employed,M,71499,Suburban,Married
WC26700,California,7495.68,No,Premium,Bachelor,2/21/2011,Unemployed,F,0,Suburban,Single
JR26812,Nevada,12520.98,No,Extended,College,2/14/2011,Unemployed,M,0,Suburban,Single
QD17769,Oregon,2552.04,No,Basic,High School or Below,2/12/2011,Employed,M,75740,Rural,Married
VA89404,California,16887.8,No,Basic,Master,1/5/2011,Employed,M,53262,Urban,Married
ZR41880,Nevada,3038.83,No,Extended,College,2/26/2011,Employed,F,75180,Rural,Single
XK49057,California,4455.52,No,Basic,High School or Below,2/8/2011,Employed,M,31196,Suburban,Single
ZM52280,Arizona,11972.78,No,Basic,Bachelor,2/2/2011,Unemployed,M,0,Suburban,Single
UX93878,Oregon,8513.7,No,Basic,Bachelor,1/16/2011,Employed,F,34505,Urban,Married
WY65854,Oregon,9085.2,No,Extended,Bachelor,1/27/2011,Unemployed,F,0,Rural,Married
ES97823,Oregon,24096.24,No,Extended,Bachelor,2/25/2011,Unemployed,F,0,Suburban,Single
CX34236,Oregon,9095.05,Yes,Basic,College,1/11/2011,Employed,M,37937,Suburban,Married
CQ81839,Oregon,21418.36,No,Extended,College,2/19/2011,Employed,F,21897,Suburban,Single
ES97399,Nevada,10714.21,No,Extended,High School or Below,2/3/2011,Employed,M,55994,Suburban,Married
GL44478,Oregon,9986.66,No,Extended,High School or Below,1/22/2011,Disabled,M,24067,Suburban,Single
ML79788,Arizona,7908.67,No,Extended,College,1/31/2011,Employed,F,43630,Suburban,Divorced
KZ67768,Nevada,4869.6,No,Extended,College,1/31/2011,Medical Leave,M,23811,Suburban,Divorced
XU67970,Washington,2121.65,No,Basic,College,1/27/2011,Unemployed,M,0,Suburban,Single
IQ40799,Washington,6328.18,No,Basic,Bachelor,1/22/2011,Unemployed,M,0,Suburban,Single
BV80674,Oregon,4340.86,No,Extended,Bachelor,2/6/2011,Unemployed,F,0,Suburban,Single
TH72397,California,6279.82,No,Extended,Bachelor,2/21/2011,Employed,M,50562,Suburban,Married
EC13382,Oregon,11981.98,Yes,Basic,Master,1/20/2011,Retired,F,21514,Urban,Married
LE30774,California,22235.01,No,Basic,College,2/5/2011,Employed,M,80355,Suburban,Married
RA14734,Arizona,8646.5,Yes,Basic,High School or Below,1/2/2011,Employed,F,64125,Urban,Married
IY31142,Oregon,2444.33,No,Basic,College,2/9/2011,Employed,M,83800,Urban,Single
CK29372,California,5070.35,No,Basic,College,2/28/2011,Employed,F,23840,Suburban,Married
KD70601,Washington,5647.15,No,Basic,College,1/9/2011,Employed,F,54834,Urban,Single
QN76596,California,13345.14,No,Basic,Bachelor,1/28/2011,Employed,M,80277,Rural,Married
XI62151,Oregon,13297.64,No,Basic,College,1/24/2011,Employed,M,88430,Suburban,Married
ZQ37702,California,7031.79,No,Extended,High School or Below,1/25/2011,Employed,F,26255,Rural,Married
GE13332,Nevada,3615.89,No,Extended,High School or Below,1/28/2011,Unemployed,M,0,Suburban,Married
LZ84227,Arizona,14120.04,No,Premium,College,1/17/2011,Employed,M,95715,Rural,Married
EX97404,Oregon,2155.21,No,Basic,High School or Below,1/5/2011,Unemployed,F,0,Suburban,Single
RQ99149,California,2748.85,No,Basic,Master,1/14/2011,Employed,M,32437,Suburban,Married
UP57305,California,5087.02,No,Basic,Bachelor,1/11/2011,Employed,M,22726,Suburban,Married
IC82877,Arizona,14031.7,No,Basic,Bachelor,1/8/2011,Employed,M,58092,Urban,Married
JO63956,California,8656.4,No,Basic,College,2/2/2011,Employed,M,83365,Suburban,Married
MD47500,California,4861.49,No,Basic,College,2/11/2011,Medical Leave,M,12153,Suburban,Single
OW31837,California,19174.63,No,Basic,Bachelor,2/11/2011,Employed,F,74028,Rural,Married
OY20177,Oregon,7089.68,No,Extended,High School or Below,2/17/2011,Employed,M,52707,Suburban,Married
LZ10377,California,6802.07,No,Extended,High School or Below,1/22/2011,Employed,M,47451,Suburban,Married
UB17669,Nevada,2359.42,Yes,Basic,Bachelor,1/11/2011,Disabled,F,19864,Suburban,Divorced
DP77737,Oregon,15114.4,Yes,Basic,High School or Below,1/19/2011,Medical Leave,F,28513,Suburban,Married
QT39597,Arizona,2926.83,No,Basic,High School or Below,2/4/2011,Employed,M,26242,Urban,Married
MQ74051,Arizona,13014.23,No,Basic,Bachelor,2/15/2011,Employed,F,55067,Urban,Single
MN98042,California,7901.7,No,Basic,College,2/1/2011,Employed,M,62291,Suburban,Married
XJ60303,California,13406.92,No,Premium,Bachelor,1/18/2011,Employed,F,25048,Suburban,Married
GU42671,Arizona,6106.94,No,Extended,Bachelor,2/21/2011,Medical Leave,F,16654,Suburban,Married
DK26322,Washington,12321.84,No,Basic,High School or Below,1/22/2011,Medical Leave,M,26887,Suburban,Single
NT75612,Oregon,19338.53,No,Basic,College,2/2/2011,Employed,F,22784,Urban,Married
AX28231,Washington,5431.37,No,Basic,High School or Below,1/1/2011,Employed,M,49345,Urban,Married
GA89827,Oregon,7329.83,No,Basic,College,1/11/2011,Unemployed,M,0,Suburban,Single
UX91266,California,3484.14,No,Extended,Bachelor,1/10/2011,Employed,M,34307,Rural,Divorced
UC10048,Oregon,6964.05,No,Extended,College,2/19/2011,Unemployed,F,0,Suburban,Married
CY90231,Nevada,25253.1,No,Basic,Master,2/26/2011,Employed,M,44096,Suburban,Divorced
QD26729,California,2523.65,No,Basic,College,1/20/2011,Employed,M,43204,Urban,Married
RZ98310,Nevada,17349.03,No,Extended,Bachelor,2/28/2011,Unemployed,F,0,Suburban,Married
VJ73478,Oregon,4058.67,No,Basic,Bachelor,2/22/2011,Unemployed,M,0,Suburban,Single
KR29524,Oregon,4742.62,No,Basic,Bachelor,2/26/2011,Employed,F,78596,Rural,Married
ID58813,California,4363.6,No,Basic,Bachelor,1/17/2011,Employed,M,38925,Rural,Divorced
SL98898,Nevada,9048.98,Yes,Basic,High School or Below,1/24/2011,Unemployed,M,0,Suburban,Married
LH90819,California,4210.1,No,Basic,Master,2/22/2011,Employed,M,21885,Rural,Single
OL55220,California,5241.14,No,Basic,Bachelor,1/28/2011,Employed,F,48345,Urban,Single
YU90693,California,2481.84,No,Basic,High School or Below,1/13/2011,Employed,F,77993,Suburban,Single
NM70181,Oregon,3585.94,No,Extended,Master,1/15/2011,Employed,M,25748,Rural,Married
ZU30804,California,5498.94,Yes,Basic,College,2/5/2011,Medical Leave,M,22520,Suburban,Married
ZT31931,Oregon,10377.37,No,Extended,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Married
BS29584,Oregon,2589.7,No,Basic,College,2/20/2011,Unemployed,F,0,Suburban,Single
SX63814,Arizona,9312.59,No,Premium,High School or Below,2/13/2011,Employed,M,75986,Rural,Married
YL81070,Oregon,14396.24,No,Extended,High School or Below,2/5/2011,Unemployed,M,0,Suburban,Single
RW24925,Oregon,31920.77,No,Basic,College,1/28/2011,Employed,F,58542,Rural,Married
FB84409,Arizona,4921.33,No,Basic,Bachelor,2/8/2011,Employed,M,43640,Rural,Married
YP38413,Oregon,25805.51,No,Basic,College,2/28/2011,Employed,F,86901,Urban,Single
ZE53116,Arizona,5963.82,No,Basic,High School or Below,2/17/2011,Employed,M,94115,Suburban,Married
SU95720,California,8923.11,No,Extended,High School or Below,1/14/2011,Unemployed,M,0,Suburban,Married
UM94104,Oregon,5214.97,No,Basic,High School or Below,1/1/2011,Employed,M,65375,Rural,Married
ET64307,California,12522.54,No,Basic,Bachelor,2/11/2011,Employed,F,44341,Urban,Married
XD32841,Oregon,13897.39,No,Premium,Bachelor,2/23/2011,Medical Leave,M,24378,Suburban,Married
SI90461,Washington,3372.42,No,Extended,High School or Below,2/8/2011,Employed,F,93489,Rural,Divorced
RV75918,California,7809.52,No,Extended,College,1/23/2011,Employed,F,69161,Urban,Married
DZ64604,California,12269.42,No,Premium,High School or Below,2/12/2011,Employed,M,60774,Suburban,Married
WF98532,California,3123.08,Yes,Basic,Bachelor,2/19/2011,Unemployed,M,0,Suburban,Married
GQ15613,Arizona,8004.21,No,Basic,High School or Below,1/7/2011,Employed,F,54008,Suburban,Married
XU63766,Oregon,8105.87,No,Basic,Bachelor,2/1/2011,Unemployed,F,0,Urban,Married
VU35401,Nevada,2758.7,No,Basic,High School or Below,1/18/2011,Employed,F,44619,Urban,Married
NH95163,Oregon,3707.28,No,Premium,College,2/24/2011,Medical Leave,F,16476,Urban,Divorced
CD55111,California,30154.68,No,Extended,Master,1/2/2011,Employed,M,73359,Rural,Married
TQ73797,California,8099.84,No,Basic,Bachelor,2/11/2011,Employed,M,25949,Suburban,Married
CC43119,California,2921.49,No,Basic,Bachelor,1/19/2011,Employed,F,62018,Rural,Married
CD38665,California,14510.44,No,Basic,High School or Below,2/1/2011,Employed,M,41433,Suburban,Married
JM30137,Washington,16793.97,No,Extended,College,2/9/2011,Unemployed,F,0,Suburban,Single
CJ29883,Arizona,5332.46,Yes,Basic,Doctor,2/22/2011,Employed,F,68931,Urban,Married
LJ35581,Washington,10025.92,No,Premium,Bachelor,2/28/2011,Unemployed,F,0,Suburban,Single
DL11519,Oregon,6875.61,No,Basic,College,2/27/2011,Unemployed,M,0,Suburban,Single
AK11719,California,2272.31,No,Basic,Master,1/24/2011,Unemployed,M,0,Urban,Single
YL91288,California,8923.15,No,Basic,Master,2/2/2011,Employed,F,98044,Urban,Single
