Customer,State,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
YM98727,California,109,5,97,1,2,Personal Auto,Personal L2,Offer1,Agent,523.2,Four-Door Car,Small
NT77164,Arizona,71,9,32,0,1,Personal Auto,Personal L2,Offer1,Agent,125.51,Four-Door Car,Medsize
IL91509,Oregon,190,2,78,1,4,Special Auto,Special L3,Offer1,Call Center,1398.02,Luxury Car,Medsize
PS47550,California,108,4,71,0,2,Personal Auto,Personal L3,Offer1,Branch,776.6,SUV,Medsize
PK66498,California,73,26,96,0,2,Personal Auto,Personal L3,Offer1,Call Center,507.71,Two-Door Car,Medsize
NG93751,California,82,13,20,0,1,Corporate Auto,Corporate L3,Offer2,Branch,350.33,Two-Door Car,Medsize
KL84615,Arizona,68,0,16,2,3,Personal Auto,Personal L2,Offer3,Call Center,469.28,Four-Door Car,Large
AP27994,Oregon,112,27,59,0,1,Special Auto,Special L2,Offer3,Agent,537.6,Sports Car,Medsize
TP20456,Arizona,229,28,70,0,1,Personal Auto,Personal L2,Offer3,Agent,1550.38,Luxury SUV,Medsize
OB21477,Oregon,91,2,87,0,2,Personal Auto,Personal L1,Offer3,Branch,436.8,Two-Door Car,Medsize
LH80781,Washington,73,24,69,1,3,Personal Auto,Personal L2,Offer1,Agent,655.79,Four-Door Car,Medsize
UU70820,Arizona,74,4,9,0,5,Personal Auto,Personal L3,Offer2,Call Center,199.44,Four-Door Car,Large
ER66372,California,63,3,73,2,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
XD81935,Oregon,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288.57,Four-Door Car,Medsize
AT30076,Nevada,92,1,95,0,1,Personal Auto,Personal L3,Offer3,Agent,495.75,Four-Door Car,Small
EW34576,Arizona,72,28,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,386.23,Four-Door Car,Medsize
XC14741,California,73,24,26,0,1,Corporate Auto,Corporate L2,Offer2,Branch,188.67,Four-Door Car,Medsize
PG84165,California,77,6,36,0,1,Personal Auto,Personal L3,Offer2,Branch,554.4,Four-Door Car,Medsize
CN16311,Oregon,68,11,85,0,8,Corporate Auto,Corporate L3,Offer2,Call Center,33.78,Four-Door Car,Medsize
TZ19823,California,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize
NC34154,California,71,16,62,2,2,Special Auto,Special L2,Offer2,Web,340.8,Two-Door Car,Medsize
LQ50657,Arizona,90,1,69,0,1,Personal Auto,Personal L1,Offer2,Agent,432,Two-Door Car,Large
JL16084,Arizona,95,15,37,0,3,Personal Auto,Personal L3,Offer1,Branch,564.3,Four-Door Car,Medsize
CJ81391,Oregon,64,23,19,0,2,Personal Auto,Personal L3,Offer2,Web,268.47,Four-Door Car,Medsize
WQ89892,Washington,70,26,44,1,1,Special Auto,Special L1,Offer2,Branch,336,Two-Door Car,Medsize
JW70372,Arizona,89,27,50,2,7,Personal Auto,Personal L2,Offer2,Branch,181.29,Four-Door Car,Medsize
AW17574,Nevada,129,13,19,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,628.37,SUV,Large
GL66847,Arizona,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.38,Two-Door Car,Medsize
DC62428,Arizona,65,6,42,0,8,Personal Auto,Personal L3,Offer3,Branch,312,Four-Door Car,Medsize
KR54589,California,73,1,11,0,3,Personal Auto,Personal L3,Offer4,Agent,45.47,Four-Door Car,Small
BC47264,California,98,30,28,0,5,Special Auto,Special L3,Offer3,Agent,243.29,Two-Door Car,Medsize
SN58128,Oregon,130,20,15,0,7,Personal Auto,Personal L1,Offer4,Branch,443.79,SUV,Small
TD97297,Oregon,109,14,58,0,6,Personal Auto,Personal L1,Offer3,Agent,505.08,Sports Car,Medsize
TK13024,Oregon,111,2,84,0,1,Personal Auto,Personal L3,Offer2,Web,313.27,SUV,Medsize
LR97507,Arizona,74,17,59,0,1,Corporate Auto,Corporate L2,Offer1,Agent,663.42,Four-Door Car,Large
KC14861,Oregon,185,15,75,1,6,Personal Auto,Personal L1,Offer1,Web,1.59,Luxury SUV,Medsize
DC37886,Arizona,67,1,10,0,2,Personal Auto,Personal L1,Offer2,Branch,24.84,Two-Door Car,Medsize
SP56326,Arizona,101,29,35,0,7,Personal Auto,Personal L3,Offer1,Branch,670.58,Four-Door Car,Medsize
OQ99704,Washington,100,21,78,0,1,Personal Auto,Personal L3,Offer2,Branch,475.2,SUV,Small
GQ92754,Nevada,87,1,70,0,2,Personal Auto,Personal L3,Offer1,Call Center,417.6,Four-Door Car,Medsize
DX28320,California,72,6,13,2,7,Personal Auto,Personal L3,Offer1,Branch,594.68,Four-Door Car,Medsize
BM83544,Arizona,108,2,94,0,5,Personal Auto,Personal L2,Offer2,Agent,518.4,SUV,Medsize
YB96664,Washington,65,5,68,3,9,Corporate Auto,Corporate L3,Offer2,Branch,467.8,Two-Door Car,Medsize
RO90746,California,220,17,87,0,7,Personal Auto,Personal L3,Offer3,Agent,1056,Luxury Car,Medsize
UV46349,Oregon,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134.44,Four-Door Car,Medsize
MY32188,Oregon,74,24,33,0,1,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Two-Door Car,Small
OV87950,California,73,26,23,0,1,Personal Auto,Personal L1,Offer3,Branch,350.4,Two-Door Car,Large
ZG82132,Oregon,103,14,79,0,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize
LZ31103,Oregon,62,26,81,0,1,Personal Auto,Personal L2,Offer2,Agent,208.6,Four-Door Car,Medsize
HO79663,Arizona,104,13,84,1,1,Personal Auto,Personal L2,Offer1,Branch,65.03,Sports Car,Medsize
RS57109,Arizona,104,31,21,2,1,Personal Auto,Personal L2,Offer1,Agent,97.31,Two-Door Car,Medsize
NA21420,Oregon,67,24,22,0,4,Corporate Auto,Corporate L3,Offer2,Agent,49.44,Four-Door Car,Medsize
MY98825,California,68,35,70,0,2,Corporate Auto,Corporate L2,Offer3,Web,65.47,Two-Door Car,Medsize
VW73816,Oregon,116,1,77,1,3,Personal Auto,Personal L3,Offer1,Agent,501.72,SUV,Medsize
FN66189,Oregon,96,5,54,0,2,Personal Auto,Personal L3,Offer4,Branch,43.58,Four-Door Car,Medsize
HU75748,Arizona,66,14,73,1,2,Personal Auto,Personal L2,Offer3,Branch,470.69,Two-Door Car,Medsize
OS11465,Oregon,106,12,5,0,7,Special Auto,Special L1,Offer4,Call Center,508.8,SUV,Medsize
UY61913,Oregon,118,34,24,0,4,Personal Auto,Personal L2,Offer1,Agent,425.49,SUV,Medsize
OD70577,Arizona,80,3,99,1,1,Personal Auto,Personal L3,Offer1,Branch,962.53,Two-Door Car,Medsize
DC91024,Oregon,69,19,74,0,2,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Small
VQ67172,Oregon,72,30,48,0,2,Corporate Auto,Corporate L2,Offer4,Agent,622.99,Four-Door Car,Small
MF23895,Arizona,65,29,77,1,1,Corporate Auto,Corporate L3,Offer4,Agent,33.17,Four-Door Car,Medsize
AA10041,California,113,35,83,0,5,Personal Auto,Personal L3,Offer1,Call Center,1258.33,SUV,Medsize
DV36320,California,223,5,56,0,4,Personal Auto,Personal L3,Offer4,Branch,937.33,Luxury SUV,Medsize
UE72026,California,126,21,39,0,1,Personal Auto,Personal L2,Offer3,Agent,306.82,Sports Car,Small
SE78641,Arizona,67,33,19,0,4,Personal Auto,Personal L2,Offer1,Call Center,577.39,Two-Door Car,Large
YC69616,Arizona,72,11,3,0,1,Personal Auto,Personal L3,Offer2,Branch,345.6,Two-Door Car,Large
SM10254,Oregon,124,28,49,0,1,Personal Auto,Personal L1,Offer2,Agent,839.35,SUV,Small
AG45299,California,108,12,87,0,8,Personal Auto,Personal L3,Offer2,Web,186.46,SUV,Small
KS45476,Washington,131,22,89,0,2,Personal Auto,Personal L3,Offer1,Agent,810.07,Sports Car,Large
No69427,California,70,10,50,0,1,Corporate Auto,Corporate L3,Offer4,Agent,112.34,Four-Door Car,Medsize
BA52133,California,68,30,19,0,7,Personal Auto,Personal L2,Offer3,Call Center,387.77,Four-Door Car,Small
WT59944,California,146,23,93,0,2,Personal Auto,Personal L1,Offer2,Call Center,76.48,Sports Car,Medsize
XV30885,California,116,15,75,1,1,Personal Auto,Personal L3,Offer1,Agent,381.57,SUV,Medsize
LU79865,Nevada,74,0,16,1,9,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Small
BL29046,Oregon,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.58,Four-Door Car,Medsize
AM34581,Oregon,87,19,44,3,6,Corporate Auto,Corporate L2,Offer2,Branch,71.11,Two-Door Car,Medsize
YN75239,Oregon,199,14,37,1,1,Personal Auto,Personal L3,Offer3,Agent,35.77,Luxury SUV,Small
OJ84485,California,110,13,20,0,2,Personal Auto,Personal L2,Offer1,Call Center,528,SUV,Medsize
JA12995,Oregon,63,6,75,0,1,Personal Auto,Personal L3,Offer3,Agent,302.4,Four-Door Car,Medsize
OD85990,Oregon,102,5,21,0,1,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize
NZ57264,California,113,33,18,0,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medsize
OL39995,Oregon,65,1,30,0,2,Personal Auto,Personal L2,Offer4,Agent,360.48,Four-Door Car,Medsize
LK51620,California,106,21,80,0,2,Corporate Auto,Corporate L3,Offer1,Branch,508.8,Four-Door Car,Small
ZB91993,Arizona,96,28,90,5,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Medsize
SZ60342,Arizona,65,17,94,0,3,Personal Auto,Personal L3,Offer1,Agent,312,Two-Door Car,Small
WE80653,Oregon,103,2,75,2,6,Personal Auto,Personal L3,Offer1,Agent,2.46,SUV,Medsize
EE28119,Arizona,118,28,22,2,1,Personal Auto,Personal L3,Offer1,Agent,373.23,Two-Door Car,Medsize
GA49547,Washington,68,28,96,0,6,Personal Auto,Personal L3,Offer1,Branch,17.27,Four-Door Car,Medsize
BA92673,Oregon,63,17,24,0,2,Personal Auto,Personal L2,Offer2,Web,40.62,Four-Door Car,Large
PT70350,Oregon,104,15,56,0,2,Corporate Auto,Corporate L1,Offer4,Agent,640.58,Four-Door Car,Medsize
KL29678,Oregon,106,16,60,0,5,Personal Auto,Personal L3,Offer2,Agent,508.8,Sports Car,Medsize
HL84679,Oregon,91,13,77,0,1,Personal Auto,Personal L3,Offer3,Call Center,436.8,Four-Door Car,Medsize
GH94657,California,61,14,97,0,1,Personal Auto,Personal L2,Offer2,Call Center,396.61,Four-Door Car,Medsize
EZ71780,Arizona,78,18,12,0,2,Special Auto,Special L1,Offer3,Agent,374.4,Four-Door Car,Medsize
BW76745,Oregon,62,30,77,0,1,Personal Auto,Personal L2,Offer1,Agent,67.53,Four-Door Car,Large
TN64240,California,99,1,57,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,629.34,Four-Door Car,Small
AE23906,Arizona,62,15,7,0,2,Personal Auto,Personal L2,Offer1,Branch,128.97,Four-Door Car,Medsize
CX20455,Arizona,102,35,48,0,2,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize
KX18446,Washington,84,33,70,0,7,Corporate Auto,Corporate L2,Offer2,Agent,599,Two-Door Car,Medsize
NR66922,Oregon,94,23,11,3,2,Corporate Auto,Corporate L3,Offer3,Agent,229.71,Four-Door Car,Medsize
PQ27923,Washington,79,7,79,0,4,Personal Auto,Personal L2,Offer3,Agent,338.8,Two-Door Car,Medsize
No81415,Arizona,79,14,28,0,1,Personal Auto,Personal L3,Offer4,Call Center,905.7,Four-Door Car,Small
OI48534,California,65,13,33,0,1,Personal Auto,Personal L1,Offer3,Web,35.6,Four-Door Car,Medsize
FH83537,California,106,2,50,0,1,Personal Auto,Personal L3,Offer3,Agent,879.43,Sports Car,Medsize
VH94792,California,65,7,22,0,6,Special Auto,Special L3,Offer2,Web,312,Four-Door Car,Medsize
VD37089,Washington,90,8,35,0,1,Corporate Auto,Corporate L1,Offer2,Branch,562.43,Four-Door Car,Medsize
UW68708,California,69,20,95,0,4,Personal Auto,Personal L2,Offer1,Web,496.8,Four-Door Car,Medsize
PV39600,California,111,6,10,0,7,Personal Auto,Personal L3,Offer4,Agent,1257.53,Two-Door Car,Small
ZD42919,California,113,25,59,0,1,Personal Auto,Personal L1,Offer2,Call Center,466.82,SUV,Medsize
ZX68434,California,134,13,56,0,1,Personal Auto,Personal L2,Offer3,Web,643.2,SUV,Medsize
CH81088,Oregon,93,9,92,0,1,Personal Auto,Personal L3,Offer2,Call Center,343.76,Four-Door Car,Medsize
SV68939,Arizona,124,28,58,0,3,Personal Auto,Personal L3,Offer2,Agent,286,SUV,Medsize
WI81695,Oregon,91,8,60,0,1,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,Medsize
OU50429,California,64,20,76,1,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small
TE44937,Oregon,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small
GC29421,California,73,11,0,0,1,Personal Auto,Personal L3,Offer3,Call Center,106.27,Four-Door Car,Medsize
RF71693,Arizona,65,31,37,0,9,Corporate Auto,Corporate L3,Offer1,Agent,171.18,Four-Door Car,Medsize
JZ22920,Arizona,81,33,32,0,1,Personal Auto,Personal L3,Offer3,Agent,438.28,Four-Door Car,Medsize
ZL68596,Arizona,73,26,33,0,2,Special Auto,Special L1,Offer2,Branch,137.2,Four-Door Car,Medsize
GV91160,Oregon,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.28,Four-Door Car,Large
PC80039,Oregon,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.39,Four-Door Car,Medsize
RH72839,Nevada,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,Small
SV15363,California,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384,Two-Door Car,Large
CN17219,Oregon,72,15,64,0,2,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Small
ZM84839,California,68,21,83,2,2,Personal Auto,Personal L1,Offer1,Web,158.04,Two-Door Car,Medsize
ZO31878,Oregon,67,16,21,0,3,Personal Auto,Personal L3,Offer1,Call Center,191.41,Four-Door Car,Small
BU70181,Arizona,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.04,Four-Door Car,Small
RN20799,Arizona,63,13,0,0,7,Personal Auto,Personal L2,Offer2,Agent,302.4,Four-Door Car,Small
VF58561,Oregon,62,12,79,0,3,Personal Auto,Personal L3,Offer1,Agent,297.6,Four-Door Car,Medsize
HU26687,California,73,33,55,4,1,Personal Auto,Personal L3,Offer2,Branch,137.08,Four-Door Car,Medsize
VT84289,California,74,23,10,0,4,Personal Auto,Personal L1,Offer1,Agent,355.2,Four-Door Car,Medsize
ZG17326,Oregon,64,14,18,0,8,Personal Auto,Personal L2,Offer2,Agent,326.66,Four-Door Car,Large
ZR84007,Arizona,64,13,82,1,2,Personal Auto,Personal L1,Offer2,Branch,307.2,Four-Door Car,Medsize
WM17695,Washington,135,18,92,0,2,Personal Auto,Personal L3,Offer1,Agent,714.83,SUV,Large
YR76491,Oregon,137,10,92,0,2,Personal Auto,Personal L2,Offer2,Branch,32.98,SUV,Medsize
NY93341,Arizona,114,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,272.84,SUV,Medsize
BC87161,Oregon,69,4,65,0,1,Personal Auto,Personal L1,Offer2,Agent,331.2,Two-Door Car,Medsize
PW23851,Oregon,127,5,84,0,2,Personal Auto,Personal L2,Offer1,Agent,617.2,SUV,Small
UM73815,Arizona,178,0,15,0,7,Personal Auto,Personal L3,Offer1,Call Center,854.4,SUV,Medsize
HW19506,Arizona,139,16,50,0,1,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize
JF90784,California,139,24,3,1,2,Personal Auto,Personal L2,Offer1,Branch,1389.14,SUV,Small
OW15518,Washington,87,10,55,1,2,Personal Auto,Personal L2,Offer2,Web,46.04,Two-Door Car,Medsize
BR28896,Nevada,81,5,3,0,1,Personal Auto,Personal L3,Offer2,Web,372.91,Two-Door Car,Large
PD32943,Oregon,64,32,89,1,3,Personal Auto,Personal L3,Offer2,Branch,307.2,Four-Door Car,Small
GM83516,Arizona,67,14,72,0,1,Corporate Auto,Corporate L2,Offer2,Agent,321.6,Four-Door Car,Medsize
BK15048,Arizona,69,23,32,1,2,Personal Auto,Personal L3,Offer1,Branch,496.8,Four-Door Car,Small
RA27021,Nevada,91,17,90,0,2,Corporate Auto,Corporate L1,Offer2,Agent,184.52,Four-Door Car,Large
JW15941,California,95,5,98,0,1,Personal Auto,Personal L3,Offer2,Web,107.66,Two-Door Car,Medsize
GP20408,Oregon,94,3,38,0,1,Personal Auto,Personal L3,Offer2,Agent,451.2,Two-Door Car,Small
AM57175,Oregon,76,6,70,1,2,Personal Auto,Personal L3,Offer1,Branch,507.56,Four-Door Car,Small
RI40862,Nevada,69,21,84,0,7,Personal Auto,Personal L3,Offer1,Agent,325.4,Four-Door Car,Small
EY86980,Oregon,78,33,2,0,7,Corporate Auto,Corporate L2,Offer4,Agent,122.49,Two-Door Car,Medsize
FG24850,Oregon,65,9,81,0,3,Personal Auto,Personal L2,Offer1,Agent,312,Four-Door Car,Small
JB39997,California,78,5,17,0,7,Personal Auto,Personal L1,Offer4,Call Center,93.52,Four-Door Car,Medsize
CG43444,California,80,23,31,0,2,Personal Auto,Personal L3,Offer2,Branch,111.27,Four-Door Car,Small
ZG69918,Oregon,73,4,65,1,2,Special Auto,Special L2,Offer1,Call Center,206.86,Four-Door Car,Medsize
GM70734,California,91,29,47,1,2,Corporate Auto,Corporate L3,Offer1,Agent,280.8,Two-Door Car,Medsize
PM14429,California,88,7,42,0,8,Personal Auto,Personal L3,Offer1,Branch,318.87,Four-Door Car,Medsize
FD55376,California,74,24,11,1,2,Corporate Auto,Corporate L3,Offer3,Agent,355.2,Four-Door Car,Medsize
PS25185,Washington,110,1,63,0,1,Corporate Auto,Corporate L3,Offer1,Web,528,Two-Door Car,Medsize
YE70791,California,73,22,13,0,4,Personal Auto,Personal L2,Offer2,Call Center,350.4,Four-Door Car,Medsize
UN52560,Arizona,80,16,84,0,3,Personal Auto,Personal L3,Offer2,Branch,384,Four-Door Car,Small
SS95187,Arizona,87,6,87,0,1,Personal Auto,Personal L3,Offer4,Branch,334.45,Four-Door Car,Medsize
OU62959,California,198,5,84,2,3,Personal Auto,Personal L2,Offer3,Web,808.84,Luxury SUV,Medsize
ZV36800,Oregon,113,11,0,0,1,Corporate Auto,Corporate L3,Offer3,Branch,542.4,Sports Car,Medsize
XF83901,Arizona,105,28,69,0,1,Personal Auto,Personal L2,Offer1,Branch,756,Four-Door Car,Large
RE12758,California,85,6,58,0,3,Personal Auto,Personal L3,Offer4,Agent,612,Four-Door Car,Medsize
CH97666,California,100,4,68,0,1,Personal Auto,Personal L1,Offer3,Web,720,Sports Car,Medsize
NU25698,Oregon,121,16,21,3,2,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Medsize
ZV80216,Oregon,153,25,5,0,1,Personal Auto,Personal L1,Offer2,Web,1027,SUV,Medsize
PB47955,Oregon,119,3,54,0,3,Personal Auto,Personal L3,Offer2,Branch,856.8,SUV,Medsize
BD36887,Nevada,105,4,53,0,1,Personal Auto,Personal L1,Offer1,Agent,653.69,Sports Car,Medsize
JG65202,Oregon,74,24,82,0,2,Personal Auto,Personal L3,Offer1,Agent,568.8,Two-Door Car,Medsize
YV76240,Oregon,134,22,56,0,9,Corporate Auto,Corporate L2,Offer1,Call Center,611.92,SUV,Large
LN28900,California,85,3,61,0,2,Personal Auto,Personal L1,Offer1,Web,612,Four-Door Car,Small
IN77241,Washington,67,3,50,0,3,Corporate Auto,Corporate L1,Offer2,Branch,251.8,Two-Door Car,Medsize
DI42246,Arizona,62,9,49,0,1,Personal Auto,Personal L2,Offer1,Agent,325.89,Four-Door Car,Medsize
SE86346,Nevada,65,30,90,0,2,Corporate Auto,Corporate L3,Offer2,Web,452.92,Four-Door Car,Small
FK46365,Washington,102,24,5,0,1,Personal Auto,Personal L3,Offer2,Agent,489.6,SUV,Small
XW93623,Nevada,184,17,59,0,1,Personal Auto,Personal L3,Offer3,Agent,587.38,Luxury SUV,Medsize
FJ62579,Oregon,183,29,65,2,7,Personal Auto,Personal L3,Offer1,Call Center,878.4,Luxury SUV,Small
ZZ22193,California,71,25,80,0,3,Personal Auto,Personal L2,Offer1,Agent,380.92,Four-Door Car,Medsize
ZY77695,Arizona,72,28,29,0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize
ZJ65064,California,70,28,29,0,8,Personal Auto,Personal L1,Offer3,Call Center,336,Four-Door Car,Medsize
FA59186,California,67,11,87,0,3,Personal Auto,Personal L2,Offer1,Web,482.4,Two-Door Car,Medsize
XS74336,Washington,71,12,37,0,1,Personal Auto,Personal L3,Offer4,Web,511.2,Four-Door Car,Small
RT80802,Nevada,102,33,51,0,2,Personal Auto,Personal L3,Offer1,Branch,220.04,Sports Car,Small
KN65809,Washington,99,26,60,0,2,Personal Auto,Personal L3,Offer1,Agent,475.2,Four-Door Car,Small
QF17381,Arizona,62,5,41,0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.84,Four-Door Car,Small
JF16897,Oregon,73,8,65,0,2,Personal Auto,Personal L3,Offer1,Branch,863.91,Four-Door Car,Medsize
PB90912,California,193,15,33,0,1,Personal Auto,Personal L2,Offer2,Web,926.4,Luxury SUV,Large
CH50339,Arizona,69,18,64,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,470.28,Four-Door Car,Small
GU41198,California,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384,Four-Door Car,Medsize
CT96082,Oregon,62,25,32,0,6,Corporate Auto,Corporate L3,Offer1,Call Center,49.36,Two-Door Car,Medsize
KP26590,Nevada,96,21,37,1,1,Personal Auto,Personal L2,Offer1,Branch,151.59,Four-Door Car,Large
ZQ51896,Oregon,108,15,17,0,2,Special Auto,Special L1,Offer4,Web,777.6,SUV,Large
BI34286,Oregon,81,22,54,0,5,Corporate Auto,Corporate L2,Offer1,Branch,388.8,Four-Door Car,Medsize
XJ97760,California,61,7,87,0,8,Personal Auto,Personal L1,Offer1,Call Center,254.31,Four-Door Car,Medsize
CO71128,California,190,7,45,0,2,Personal Auto,Personal L2,Offer2,Agent,1368,Luxury SUV,Medsize
SJ88799,Washington,101,2,61,0,1,Personal Auto,Personal L2,Offer3,Agent,707.41,Four-Door Car,Medsize
RC74014,Oregon,71,3,84,0,6,Special Auto,Special L3,Offer3,Web,849.67,Two-Door Car,Small
CP66511,Oregon,65,4,44,2,1,Personal Auto,Personal L3,Offer2,Agent,178.41,Two-Door Car,Small
JG13893,Nevada,61,33,31,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,435.84,Two-Door Car,Large
ER49844,Arizona,64,2,52,2,5,Personal Auto,Personal L1,Offer4,Call Center,138.96,Four-Door Car,Medsize
AU91447,Oregon,105,3,56,0,2,Special Auto,Special L2,Offer1,Agent,504,SUV,Large
SK58227,California,113,12,59,0,7,Personal Auto,Personal L2,Offer1,Agent,528.2,SUV,Small
HG23705,Arizona,73,4,93,1,1,Personal Auto,Personal L3,Offer2,Agent,9.16,Four-Door Car,Medsize
MV93555,Oregon,137,1,95,0,3,Personal Auto,Personal L3,Offer2,Web,696.76,SUV,Medsize
VQ20924,Arizona,93,24,80,0,8,Corporate Auto,Corporate L3,Offer2,Agent,603.08,Two-Door Car,Large
AR59416,Oregon,113,0,16,0,2,Personal Auto,Personal L3,Offer4,Web,542.4,SUV,Medsize
DF65548,California,106,11,49,0,5,Personal Auto,Personal L2,Offer1,Agent,508.8,Two-Door Car,Small
PA28328,California,95,3,54,0,1,Corporate Auto,Corporate L3,Offer2,Branch,281.11,Four-Door Car,Medsize
WY31530,Oregon,68,21,73,0,1,Personal Auto,Personal L2,Offer2,Branch,87.27,Two-Door Car,Medsize
LV89056,California,91,7,14,1,1,Personal Auto,Personal L2,Offer1,Call Center,655.2,Four-Door Car,Medsize
KC49055,Oregon,92,2,83,0,3,Personal Auto,Personal L2,Offer4,Agent,621.62,Two-Door Car,Medsize
RA62150,Arizona,116,29,22,0,2,Personal Auto,Personal L1,Offer2,Branch,899.64,SUV,Medsize
OY70124,Washington,106,34,36,1,2,Personal Auto,Personal L3,Offer1,Branch,419.37,SUV,Medsize
OT94107,Oregon,81,33,52,1,1,Personal Auto,Personal L2,Offer2,Branch,565.11,Four-Door Car,Small
CF27806,California,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702.99,SUV,Medsize
EK50729,Oregon,67,27,7,0,7,Personal Auto,Personal L3,Offer1,Branch,321.6,Four-Door Car,Medsize
TF53472,Oregon,68,33,25,0,5,Personal Auto,Personal L3,Offer1,Agent,263.09,Four-Door Car,Medsize
PG50529,California,70,4,89,0,3,Personal Auto,Personal L3,Offer1,Call Center,416.26,Four-Door Car,Small
QT46509,Oregon,93,33,68,0,7,Personal Auto,Personal L3,Offer3,Branch,446.4,Four-Door Car,Small
LI72489,Nevada,193,24,68,0,9,Corporate Auto,Corporate L3,Offer4,Web,19.46,SUV,Medsize
